Gene stable ID	UniProtKB/Swiss-Prot ID	Gene name
ENSG00000173599	P11498	PC
ENSG00000142621	B1AJZ9	FHAD1
ENSG00000105677		TMEM147
ENSG00000173599		PC
ENSG00000105677	Q9BVK8	TMEM147
ENSG00000135506		OS9
ENSG00000173621	Q6PJG9	LRFN4
ENSG00000173621		LRFN4
ENSG00000173237	A6NJI1	C11orf86
ENSG00000173237		C11orf86
ENSG00000135506	Q13438	OS9
ENSG00000105675	P20648	ATP4A
ENSG00000105675		ATP4A
ENSG00000188629	Q13360	ZNF177
ENSG00000188629		ZNF177
ENSG00000062370	Q9UJU3	ZNF112
ENSG00000168038	Q96C45	ULK4
ENSG00000062370		ZNF112
ENSG00000168038		ULK4
ENSG00000267173		
ENSG00000137700		SLC37A4
ENSG00000267508	Q96NJ3	ZNF285
ENSG00000267508		ZNF285
ENSG00000278318	Q9UJW7	ZNF229
ENSG00000278318		ZNF229
ENSG00000182053	A6NDI0	TRIM49B
ENSG00000167384	Q9UJW8	ZNF180
ENSG00000167384		ZNF180
ENSG00000214891	A6NLI5	TRIM64C
ENSG00000285816		
ENSG00000149798	O14613	CDC42EP2
ENSG00000162241	Q8N413	SLC25A45
ENSG00000273777	Q6UY09	CEACAM20
ENSG00000162241		SLC25A45
ENSG00000216588	A1L1A6	IGSF23
ENSG00000216588		IGSF23
ENSG00000126391		FRMD8
ENSG00000182606		TRAK1
ENSG00000182606	Q9UPV9	TRAK1
ENSG00000126391	Q9BZ67	FRMD8
ENSG00000073008	P15151	PVR
ENSG00000073008		PVR
ENSG00000187094	P06307	CCK
ENSG00000006283	O43497	CACNA1G
ENSG00000186567		CEACAM19
ENSG00000157093	Q96KX0	LYZL4
ENSG00000186567	Q7Z692	CEACAM19
ENSG00000213892	Q2WEN9	CEACAM16
ENSG00000080224		EPHA6
ENSG00000069399	P20749	BCL3
ENSG00000069399		BCL3
ENSG00000115355	Q3V6T2	CCDC88A
ENSG00000080224	Q9UF33	EPHA6
ENSG00000142273	Q9ULV8	CBLC
ENSG00000115355		CCDC88A
ENSG00000142273		CBLC
ENSG00000075151	O43432	EIF4G3
ENSG00000080200	Q68DQ2	CRYBG3
ENSG00000080200		CRYBG3
ENSG00000075151		EIF4G3
ENSG00000006283		CACNA1G
ENSG00000173039		RELA
ENSG00000173039	Q04206	RELA
ENSG00000187244		BCAM
ENSG00000187244	P50895	BCAM
ENSG00000170854	Q8IUF8	RIOX2
ENSG00000170854		RIOX2
ENSG00000213439		OR5AC1
ENSG00000196578	Q9NZP5	OR5AC2
ENSG00000197938	Q8NGV7	OR5H2
ENSG00000196098	A6NMS3	OR5K4
ENSG00000206536	A6NET4	OR5K3
ENSG00000143772	P27987	ITPKB
ENSG00000078098		FAP
ENSG00000163191	P31949	S100A11
ENSG00000182898	Q5QJ38	TCHHL1
ENSG00000215853	Q6XPR3	RPTN
ENSG00000197915	Q86YZ3	HRNR
ENSG00000105223		PLD3
ENSG00000266338	Q8N660	NBPF15
ENSG00000266338		NBPF15
ENSG00000023191	P13489	RNH1
ENSG00000060642	Q9NUD9	PIGV
ENSG00000060642		PIGV
ENSG00000023191		RNH1
ENSG00000078098	Q12884	FAP
ENSG00000204160	Q9NUE0	ZDHHC18
ENSG00000204160		ZDHHC18
ENSG00000175793	P31947	SFN
ENSG00000142751	Q9H9Y4	GPN2
ENSG00000174243	Q9BUQ8	DDX23
ENSG00000142751		GPN2
ENSG00000174243		DDX23
ENSG00000198746		GPATCH3
ENSG00000198746	Q96I76	GPATCH3
ENSG00000036257	Q13618	CUL3
ENSG00000036257		CUL3
ENSG00000006534	P43353	ALDH3B1
ENSG00000090273		NUDC
ENSG00000006534		ALDH3B1
ENSG00000090273	Q9Y266	NUDC
ENSG00000131910	Q15466	NR0B2
ENSG00000253368	Q6NT89	TRNP1
ENSG00000253368		TRNP1
ENSG00000105223	Q8IV08	PLD3
ENSG00000126749	Q92979	EMG1
ENSG00000158246	Q96A09	TENT5B
ENSG00000126749		EMG1
ENSG00000290146		
ENSG00000110717		NDUFS8
ENSG00000110717	O00217	NDUFS8
ENSG00000188782		CATSPER4
ENSG00000188782	Q7RTX7	CATSPER4
ENSG00000185163	Q8N8A6	DDX51
ENSG00000157103	P30531	SLC6A1
ENSG00000157103		SLC6A1
ENSG00000130695	Q6P2H3	CEP85
ENSG00000110721	P35790	CHKA
ENSG00000267673		FDX2
ENSG00000110721		CHKA
ENSG00000130695		CEP85
ENSG00000267673	Q6P4F2	FDX2
ENSG00000184967	Q9BVI4	NOC4L
ENSG00000131914	Q9H9Z2	LIN28A
ENSG00000184967		NOC4L
ENSG00000171067	Q96F05	C11orf24
ENSG00000141279		NPEPPS
ENSG00000171067		C11orf24
ENSG00000105376	Q9UMF0	ICAM5
ENSG00000105376		ICAM5
ENSG00000161847		RAVER1
ENSG00000158062	Q5T124	UBXN11
ENSG00000076662		ICAM3
ENSG00000158062		UBXN11
ENSG00000076662	P32942	ICAM3
ENSG00000162337	O75197	LRP5
ENSG00000163527	Q8TCJ2	STT3B
ENSG00000162337		LRP5
ENSG00000183495	Q96L91	EP400
ENSG00000183495		EP400
ENSG00000158615		PPP1R15B
ENSG00000158615	Q5SWA1	PPP1R15B
ENSG00000144645		OSBPL10
ENSG00000099817	P19388	POLR2E
ENSG00000143006	Q96MA1	DMRTB1
ENSG00000099817		POLR2E
ENSG00000144645	Q9BXB5	OSBPL10
ENSG00000174332	Q8NBF1	GLIS1
ENSG00000174332		GLIS1
ENSG00000167468		GPX4
ENSG00000167468	P36969	GPX4
ENSG00000197385	A6NHJ4	ZNF860
ENSG00000152642		GPD1L
ENSG00000058804	Q9BTX1	NDC1
ENSG00000105559		PLEKHA4
ENSG00000152642	Q8N335	GPD1L
ENSG00000084234	Q06481	APLP2
ENSG00000141279	P55786	NPEPPS
ENSG00000182901		RGS7
ENSG00000182901	P49802	RGS7
ENSG00000105559	Q9H4M7	PLEKHA4
ENSG00000084234		APLP2
ENSG00000163606	Q8TD46	CD200R1
ENSG00000163606		CD200R1
ENSG00000104804		TULP2
ENSG00000104804	O00295	TULP2
ENSG00000029725		RABEP1
ENSG00000163607	Q8N3Z3	GTPBP8
ENSG00000163607		GTPBP8
ENSG00000188822	P34972	CNR2
ENSG00000196323	Q8NCP5	ZBTB44
ENSG00000105426	Q13332	PTPRS
ENSG00000196323		ZBTB44
ENSG00000189266	Q9NPJ4	PNRC2
ENSG00000189266		PNRC2
ENSG00000163608	Q6NW34	NEPRO
ENSG00000105426		PTPRS
ENSG00000029725	Q15276	RABEP1
ENSG00000186487		MYT1L
ENSG00000188529	O75494	SRSF10
ENSG00000134917	Q9UP79	ADAMTS8
ENSG00000163608		NEPRO
ENSG00000186487	Q9UL68	MYT1L
ENSG00000188529		SRSF10
ENSG00000104960		PTOV1
ENSG00000129197	Q86UA6	RPAIN
ENSG00000184307	Q8IYP9	ZDHHC23
ENSG00000184307		ZDHHC23
ENSG00000104960	Q86YD1	PTOV1
ENSG00000158055	Q8TE85	GRHL3
ENSG00000108561	Q07021	C1QBP
ENSG00000108561		C1QBP
ENSG00000158055		GRHL3
ENSG00000163617	Q8NCU4	CCDC191
ENSG00000163617		CCDC191
ENSG00000020922	P49959	MRE11
ENSG00000020922		MRE11
ENSG00000131400	O96009	NAPSA
ENSG00000131400		NAPSA
ENSG00000168876		ANKRD49
ENSG00000151576		QTRT2
ENSG00000005100	Q9H6R0	DHX33
ENSG00000144130		NT5DC4
ENSG00000168876	Q8WVL7	ANKRD49
ENSG00000144130	Q86YG4	NT5DC4
ENSG00000151576	Q9H974	QTRT2
ENSG00000010165	Q8N6R0	METTL13
ENSG00000005100		DHX33
ENSG00000185507		IRF7
ENSG00000185507	Q92985	IRF7
ENSG00000072849	Q9GZP9	DERL2
ENSG00000072849		DERL2
ENSG00000167634	Q8WX94	NLRP7
ENSG00000151577		DRD3
ENSG00000151577	P35462	DRD3
ENSG00000167634		NLRP7
ENSG00000167842		MIS12
ENSG00000220948	A0A3B3IT33	TRIM51G
ENSG00000167842	Q9H081	MIS12
ENSG00000172765		TMCC1
ENSG00000172765	O94876	TMCC1
ENSG00000115904		SOS1
ENSG00000137760	Q96BT7	ALKBH8
ENSG00000115904	Q07889	SOS1
ENSG00000131037		EPS8L1
ENSG00000197959		DNM3
ENSG00000137760		ALKBH8
ENSG00000170893		TRH
ENSG00000197959	Q9UQ16	DNM3
ENSG00000170893	P20396	TRH
ENSG00000131037	Q8TE68	EPS8L1
ENSG00000087470	O00429	DNM1L
ENSG00000087470		DNM1L
ENSG00000135845	Q92535	PIGC
ENSG00000180999	O95561	C1orf105
ENSG00000180999		C1orf105
ENSG00000110719	Q13488	TCIRG1
ENSG00000104823	Q13011	ECH1
ENSG00000144935		TRPC1
ENSG00000144935	P48995	TRPC1
ENSG00000110719		TCIRG1
ENSG00000104823		ECH1
ENSG00000108559		NUP88
ENSG00000203666	Q5VUJ9	EFCAB2
ENSG00000268083		
ENSG00000203666		EFCAB2
ENSG00000108559	Q99567	NUP88
ENSG00000187994	Q6ZS11	RINL
ENSG00000168028		RPSA
ENSG00000187994		RINL
ENSG00000168148	Q16695	H3-4
ENSG00000019485	Q9NQV5	PRDM11
ENSG00000019485		PRDM11
ENSG00000168028	P08865	RPSA
ENSG00000108406		DHX40
ENSG00000111537	P01579	IFNG
ENSG00000111536	Q9NPH9	IL26
ENSG00000108406	Q8IX18	DHX40
ENSG00000127318	Q9GZX6	IL22
ENSG00000141378	Q9Y3E5	PTRH2
ENSG00000141378		PTRH2
ENSG00000111554		MDM1
ENSG00000061938		TNK2
ENSG00000198691	P78363	ABCA4
ENSG00000137500	Q9GZT6	CCDC90B
ENSG00000198691		ABCA4
ENSG00000137500		CCDC90B
ENSG00000068903		SIRT2
ENSG00000111554	Q8TC05	MDM1
ENSG00000198625	O15151	MDM4
ENSG00000178882	Q6ZTI6	RFLNA
ENSG00000068903	Q8IXJ6	SIRT2
ENSG00000273049		
ENSG00000198353	P09017	HOXC4
ENSG00000172789	Q00444	HOXC5
ENSG00000198625		MDM4
ENSG00000166689		PLEKHA7
ENSG00000104825		NFKBIB
ENSG00000141367	Q00610	CLTC
ENSG00000104825	Q15653	NFKBIB
ENSG00000166689	Q6IQ23	PLEKHA7
ENSG00000141367		CLTC
ENSG00000061938	Q07912	TNK2
ENSG00000262484		CCER2
ENSG00000262484	I3L3R5	CCER2
ENSG00000123415		SMUG1
ENSG00000123415	Q53HV7	SMUG1
ENSG00000167941	Q9BQB4	SOST
ENSG00000108861	P51452	DUSP3
ENSG00000289747		
ENSG00000108861		DUSP3
ENSG00000231887		PRH1
ENSG00000104835	Q9NP81	SARS2
ENSG00000104835		SARS2
ENSG00000149177		PTPRJ
ENSG00000231256	B2RV13	CFAP97D1
ENSG00000149177	Q12913	PTPRJ
ENSG00000275778		
ENSG00000231256		CFAP97D1
ENSG00000072274		TFRC
ENSG00000212127	Q9NYV8	TAS2R14
ENSG00000212126	P59544	TAS2R50
ENSG00000255837	P59543	TAS2R20
ENSG00000175619	Q8NGF8	OR4B1
ENSG00000072274	P02786	TFRC
ENSG00000212124	P59542	TAS2R19
ENSG00000172208	Q8NGF9	OR4X2
ENSG00000176567	Q8NH49	OR4X1
ENSG00000256436	P59538	TAS2R31
ENSG00000226761	P59540	TAS2R46
ENSG00000255374	P59537	TAS2R43
ENSG00000256188	P59541	TAS2R30
ENSG00000269547		
ENSG00000256537	P0DMW3	SMIM10L1
ENSG00000128626	O15235	MRPS12
ENSG00000269190	Q96EF6	FBXO17
ENSG00000161647		MPP3
ENSG00000269190		FBXO17
ENSG00000161647	Q13368	MPP3
ENSG00000284730	P0DPE3	TMDD1
ENSG00000196876		SCN8A
ENSG00000149781	Q86UX7	FERMT3
ENSG00000149781		FERMT3
ENSG00000117713		ARID1A
ENSG00000161649	Q6UXG3	CD300LG
ENSG00000117713	O14497	ARID1A
ENSG00000161649		CD300LG
ENSG00000104824	P14866	HNRNPL
ENSG00000104824		HNRNPL
ENSG00000239704	Q8N9R6	CDRT4
ENSG00000178053		MLF1
ENSG00000259024		TVP23C-CDRT4
ENSG00000085433	O94967	WDR47
ENSG00000178053	P58340	MLF1
ENSG00000085433		WDR47
ENSG00000175106	Q96ET8	TVP23C
ENSG00000175106		TVP23C
ENSG00000167323		STIM1
ENSG00000167323	Q13586	STIM1
ENSG00000143811		PYCR2
ENSG00000143811	Q96C36	PYCR2
ENSG00000196876	Q9UQD0	SCN8A
ENSG00000284844		TOMT
ENSG00000183269	Q6IFG1	OR52E8
ENSG00000117090	Q13291	SLAMF1
ENSG00000168827	Q96RP9	GFM1
ENSG00000132274		TRIM22
ENSG00000168827		GFM1
ENSG00000120645	Q9UPP2	IQSEC3
ENSG00000079257		LXN
ENSG00000278023	Q8NG50	RDM1
ENSG00000132274	Q8IYM9	TRIM22
ENSG00000079257	Q9BS40	LXN
ENSG00000278023		RDM1
ENSG00000072756		TRNT1
ENSG00000072756	Q96Q11	TRNT1
ENSG00000087884	Q9H7C9	AAMDC
ENSG00000087884		AAMDC
ENSG00000275722	O75951	LYZL6
ENSG00000275722		LYZL6
ENSG00000275152		CCL16
ENSG00000275152	O15467	CCL16
ENSG00000276409	Q16627	CCL14
ENSG00000276409		CCL14
ENSG00000078618		NRDC
ENSG00000275688		CCL15-CCL14
ENSG00000275718		CCL15
ENSG00000111181	P48065	SLC6A12
ENSG00000275718	Q16663	CCL15
ENSG00000110651		CD81
ENSG00000274736	P55773	CCL23
ENSG00000274736		CCL23
ENSG00000129351	Q12906	ILF3
ENSG00000111181		SLC6A12
ENSG00000110651	P60033	CD81
ENSG00000129351		ILF3
ENSG00000275385	P55774	CCL18
ENSG00000131381	Q9H1K0	RBSN
ENSG00000131381		RBSN
ENSG00000277632	P10147	CCL3
ENSG00000010379	Q9NSD5	SLC6A13
ENSG00000275302	P13236	CCL4
ENSG00000167604		NFKBID
ENSG00000275302		CCL4
ENSG00000010379		SLC6A13
ENSG00000166405	Q7Z5B4	RIC3
ENSG00000166405		RIC3
ENSG00000167604	Q8NI38	NFKBID
ENSG00000078618	O43847	NRDC
ENSG00000274808	A6NDS4	TBC1D3B
ENSG00000274808		TBC1D3B
ENSG00000110057	Q9H1C4	UNC93B1
ENSG00000276085	P16619	CCL3L3
ENSG00000163728	Q96N46	TTC14
ENSG00000163728		TTC14
ENSG00000110057		UNC93B1
ENSG00000254469		XNDC1N
ENSG00000284862		CCDC39
ENSG00000254469	Q6ZNB5	XNDC1N
ENSG00000284862	Q9UFE4	CCDC39
ENSG00000073614	P29375	KDM5A
ENSG00000274933		TBC1D3I
ENSG00000185104	Q9UNN5	FAF1
ENSG00000073614		KDM5A
ENSG00000185104		FAF1
ENSG00000274933	A0A087WXS9	TBC1D3I
ENSG00000155657	Q8WZ42	TTN
ENSG00000137496		IL18BP
ENSG00000205981	Q96DA6	DNAJC19
ENSG00000205981		DNAJC19
ENSG00000117523	Q9Y520	PRRC2C
ENSG00000120647	Q9BR77	CCDC77
ENSG00000137496	O95998	IL18BP
ENSG00000120647		CCDC77
ENSG00000117523		PRRC2C
ENSG00000155657		TTN
ENSG00000289766		
ENSG00000076928		ARHGEF1
ENSG00000076928	Q92888	ARHGEF1
ENSG00000132746	P48448	ALDH3B2
ENSG00000114416		FXR1
ENSG00000132746		ALDH3B2
ENSG00000170004		CHD3
ENSG00000197674		OR51C1P
ENSG00000170004	Q12873	CHD3
ENSG00000197309	Q8NH80	OR10D3
ENSG00000085552	Q9P2J2	IGSF9
ENSG00000181958		OR4A15
ENSG00000175513	Q3SY00	TSGA10IP
ENSG00000175513		TSGA10IP
ENSG00000181017		OR56B2P
ENSG00000186886		OR5D3P
ENSG00000167355	Q9H339	OR51B5
ENSG00000167355		OR51B5
ENSG00000196248		OR10S1
ENSG00000283787		PRR33
ENSG00000114416	P51114	FXR1
ENSG00000189431	A6NK89	RASSF10
ENSG00000105204		DYRK1B
ENSG00000134532	P35711	SOX5
ENSG00000134532		SOX5
ENSG00000105204	Q9Y463	DYRK1B
ENSG00000291312		
ENSG00000165912	Q9UKS6	PACSIN3
ENSG00000220201		ZGLP1
ENSG00000165912		PACSIN3
ENSG00000220201	P0C6A0	ZGLP1
ENSG00000143374	Q9BW92	TARS2
ENSG00000169994		MYO7B
ENSG00000169994	Q6PIF6	MYO7B
ENSG00000143374		TARS2
ENSG00000114455		HHLA2
ENSG00000134574		DDB2
ENSG00000183395	P20382	PMCH
ENSG00000185304	P0DJD1	RGPD2
ENSG00000114455	Q9UM44	HHLA2
ENSG00000134574	Q92466	DDB2
ENSG00000174279	Q03828	EVX2
ENSG00000188010	Q502X0	MORN2
ENSG00000188010		MORN2
ENSG00000017427	P05019	IGF1
ENSG00000066405	P56856	CLDN18
ENSG00000066405		CLDN18
ENSG00000182134		TDRKH
ENSG00000173567		ADGRF3
ENSG00000158163	Q8IYY4	DZIP1L
ENSG00000158163		DZIP1L
ENSG00000173567	Q8IZF5	ADGRF3
ENSG00000090372	Q9NRL3	STRN4
ENSG00000118017	Q9UNA3	A4GNT
ENSG00000138231	Q9UK59	DBR1
ENSG00000138231		DBR1
ENSG00000090372		STRN4
ENSG00000182134	Q9Y2W6	TDRKH
ENSG00000242515	Q9HAW8	UGT1A10
ENSG00000115520	Q9H8M1	COQ10B
ENSG00000115520		COQ10B
ENSG00000134575	P11117	ACP2
ENSG00000134575		ACP2
ENSG00000163492	Q6ZP82	CCDC141
ENSG00000163492		CCDC141
ENSG00000182177	Q6ZVZ8	ASB18
ENSG00000182177		ASB18
ENSG00000181027		FKRP
ENSG00000263956	Q86T75	NBPF11
ENSG00000072182		ASIC4
ENSG00000072182	Q96FT7	ASIC4
ENSG00000263956		NBPF11
ENSG00000181027	Q9H9S5	FKRP
ENSG00000138068	Q6IMI4	SULT6B1
ENSG00000138068		SULT6B1
ENSG00000067715	P21579	SYT1
ENSG00000067715		SYT1
ENSG00000134250	Q04721	NOTCH2
ENSG00000105281	Q15758	SLC1A5
ENSG00000134250		NOTCH2
ENSG00000105281		SLC1A5
ENSG00000176915	Q86XL3	ANKLE2
ENSG00000025434		NR1H3
ENSG00000042753		AP2S1
ENSG00000042753	P53680	AP2S1
ENSG00000025434	Q13133	NR1H3
ENSG00000176915		ANKLE2
ENSG00000247077	Q96HS1	PGAM5
ENSG00000247077		PGAM5
ENSG00000119772	Q9Y6K1	DNMT3A
ENSG00000114098	Q8IUR7	ARMC8
ENSG00000119772		DNMT3A
ENSG00000104805		NUCB1
ENSG00000114098		ARMC8
ENSG00000104805	Q02818	NUCB1
ENSG00000132849		PATJ
ENSG00000115648		MLPH
ENSG00000149182		ARFGAP2
ENSG00000149182	Q8N6H7	ARFGAP2
ENSG00000132849	Q8NI35	PATJ
ENSG00000130254	Q14151	SAFB2
ENSG00000181322	Q86XW9	NME9
ENSG00000130254		SAFB2
ENSG00000181322		NME9
ENSG00000223573		TINCR
ENSG00000175206	P01160	NPPA
ENSG00000223573	A0A2R8Y7D0	TINCR
ENSG00000175206		NPPA
ENSG00000170498	Q15726	KISS1
ENSG00000205209	Q4G0G5	SCGB2B2
ENSG00000115648	Q9BV36	MLPH
ENSG00000197841		ZNF181
ENSG00000071282		LMCD1
ENSG00000184922	O95466	FMNL1
ENSG00000197841	Q2M3W8	ZNF181
ENSG00000071282	Q9NZU5	LMCD1
ENSG00000184922		FMNL1
ENSG00000105479	Q96M63	ODAD1
ENSG00000110395		CBL
ENSG00000105479		ODAD1
ENSG00000174231		PRPF8
ENSG00000110395	P22681	CBL
ENSG00000139323		POC1B
ENSG00000086015	Q6P0Q8	MAST2
ENSG00000139323	Q8TC44	POC1B
ENSG00000086015		MAST2
ENSG00000168003		SLC3A2
ENSG00000125046	Q9Y2M2	SSUH2
ENSG00000168003	P08195	SLC3A2
ENSG00000071677	P81277	PRLH
ENSG00000124839		RAB17
ENSG00000259075		POC1B-GALNT4
ENSG00000257594	Q8N4A0	GALNT4
ENSG00000162409	P54646	PRKAA2
ENSG00000125046		SSUH2
ENSG00000124839	Q9H0T7	RAB17
ENSG00000188039	Q149M9	NWD1
ENSG00000182533	P56539	CAV3
ENSG00000188039		NWD1
ENSG00000180914	P30559	OXTR
ENSG00000180914		OXTR
ENSG00000196189		SEMA4A
ENSG00000150455	P58753	TIRAP
ENSG00000150455		TIRAP
ENSG00000084764	Q9UPY8	MAPRE3
ENSG00000197808	Q8TAF7	ZNF461
ENSG00000197808		ZNF461
ENSG00000077097		TOP2B
ENSG00000084764		MAPRE3
ENSG00000196189	Q9H3S1	SEMA4A
ENSG00000070961	P20020	ATP2B1
ENSG00000267041		ZNF850
ENSG00000267041	A8MQ14	ZNF850
ENSG00000070961		ATP2B1
ENSG00000121361	Q15842	KCNJ8
ENSG00000121361		KCNJ8
ENSG00000174231	Q6P2Q9	PRPF8
ENSG00000183207		RUVBL2
ENSG00000151746	Q96G01	BICD1
ENSG00000119777		TMEM214
ENSG00000110066	Q4FZB7	KMT5B
ENSG00000183207	Q9Y230	RUVBL2
ENSG00000110066		KMT5B
ENSG00000151746		BICD1
ENSG00000221978	Q96S94	CCNL2
ENSG00000221978		CCNL2
ENSG00000119777	Q6NUQ4	TMEM214
ENSG00000149084		HSD17B12
ENSG00000181523		SGSH
ENSG00000181523	P51688	SGSH
ENSG00000175707	Q8NAX2	KDF1
ENSG00000084693		AGBL5
ENSG00000142303		ADAMTS10
ENSG00000142303	Q9H324	ADAMTS10
ENSG00000134258		VTCN1
ENSG00000149084	Q53GQ0	HSD17B12
ENSG00000134258	Q7Z7D3	VTCN1
ENSG00000187479		C11orf96
ENSG00000181045		SLC26A11
ENSG00000084693	Q8NDL9	AGBL5
ENSG00000181786	Q8TC94	ACTL9
ENSG00000104783		KCNN4
ENSG00000122482	Q9H582	ZNF644
ENSG00000018236	Q12860	CNTN1
ENSG00000018236		CNTN1
ENSG00000228474	P0C6T2	OST4
ENSG00000104783	O15554	KCNN4
ENSG00000110900		TSPAN11
ENSG00000162365	Q5TCH4	CYP4A22
ENSG00000162365		CYP4A22
ENSG00000077097	Q02880	TOP2B
ENSG00000138080	Q9Y6C2	EMILIN1
ENSG00000138080		EMILIN1
ENSG00000110900	A1L157	TSPAN11
ENSG00000159871	Q6UWN5	LYPD5
ENSG00000181045	Q86WA9	SLC26A11
ENSG00000187961	Q6TDP4	KLHL17
ENSG00000143994	Q96SE0	ABHD1
ENSG00000187961		KLHL17
ENSG00000159871		LYPD5
ENSG00000143994		ABHD1
ENSG00000167637	Q8N7M2	ZNF283
ENSG00000167637		ZNF283
ENSG00000176222	Q494X3	ZNF404
ENSG00000163462		TRIM46
ENSG00000087095	Q9UBE8	NLK
ENSG00000163462	Q7Z4K8	TRIM46
ENSG00000087095		NLK
ENSG00000124459	Q02386	ZNF45
ENSG00000124459		ZNF45
ENSG00000159905		ZNF221
ENSG00000159905	Q9UK13	ZNF221
ENSG00000138073	Q9HCU5	PREB
ENSG00000138073		PREB
ENSG00000186143	Q53SZ7	PRR30
ENSG00000186143		PRR30
ENSG00000204920		ZNF155
ENSG00000087191		PSMC5
ENSG00000204920	Q12901	ZNF155
ENSG00000163792	Q7RTU1	TCF23
ENSG00000116604	Q14814	MEF2D
ENSG00000197483	Q5EBL2	ZNF628
ENSG00000197483		ZNF628
ENSG00000223638	A6NLU0	RFPL4A
ENSG00000116604		MEF2D
ENSG00000013573		DDX11
ENSG00000173230	Q14789	GOLGB1
ENSG00000173230		GOLGB1
ENSG00000184635		ZNF93
ENSG00000184635	P35789	ZNF93
ENSG00000087191	P62195	PSMC5
ENSG00000197124		ZNF682
ENSG00000197124	O95780	ZNF682
ENSG00000138074	Q9Y289	SLC5A6
ENSG00000213988		ZNF90
ENSG00000213988	Q03938	ZNF90
ENSG00000138074		SLC5A6
ENSG00000170298	Q3B8N2	LGALS9B
ENSG00000173825	Q6B0B8	TIGD3
ENSG00000256229	Q96H40	ZNF486
ENSG00000170298		LGALS9B
ENSG00000256229		ZNF486
ENSG00000204403		CASP12
ENSG00000261221	P0CJ78	ZNF865
ENSG00000283980		GNG14
ENSG00000283980	A0A1W2PPG7	GNG14
ENSG00000167625		ZNF526
ENSG00000167625	Q8TF50	ZNF526
ENSG00000204403	Q6UXS9	CASP12
ENSG00000275395		FCGBP
ENSG00000013573	Q96FC9	DDX11
ENSG00000163818	Q9NQ48	LZTFL1
ENSG00000177427		MIEF2
ENSG00000163818		LZTFL1
ENSG00000177427	Q96C03	MIEF2
ENSG00000148925	Q9BSF8	BTBD10
ENSG00000148925		BTBD10
ENSG00000176994	Q8TEV9	SMCR8
ENSG00000142453	Q86X55	CARM1
ENSG00000142453		CARM1
ENSG00000157014	Q93075	TATDN2
ENSG00000157014		TATDN2
ENSG00000152266	P01270	PTH
ENSG00000289763		
ENSG00000084774	P27708	CAD
ENSG00000084774		CAD
ENSG00000130164		LDLR
ENSG00000115194	Q99726	SLC30A3
ENSG00000115194		SLC30A3
ENSG00000139146	Q9NP50	SINHCAF
ENSG00000197601	Q8WVX9	FAR1
ENSG00000058262		SEC61A1
ENSG00000197601		FAR1
ENSG00000159314		ARHGAP27
ENSG00000139146		SINHCAF
ENSG00000163793		DNAJC5G
ENSG00000159314	Q6ZUM4	ARHGAP27
ENSG00000130164	P01130	LDLR
ENSG00000163793	Q8N7S2	DNAJC5G
ENSG00000058262	P61619	SEC61A1
ENSG00000182310		SPACA6
ENSG00000182310	W5XKT8	SPACA6
ENSG00000138100	Q9BYV2	TRIM54
ENSG00000163794	P55089	UCN
ENSG00000137747	Q9BYE2	TMPRSS13
ENSG00000204595		DPRX
ENSG00000204595	A6NFQ7	DPRX
ENSG00000278845		MRPL45
ENSG00000137747		TMPRSS13
ENSG00000277399		GPR179
ENSG00000185499		MUC1
ENSG00000111796	Q12918	KLRB1
ENSG00000274211		SOCS7
ENSG00000274211	O14512	SOCS7
ENSG00000115204	P39210	MPV17
ENSG00000135406	P41219	PRPH
ENSG00000115204		MPV17
ENSG00000135406		PRPH
ENSG00000133884		DPF2
ENSG00000133884	Q92785	DPF2
ENSG00000277363	Q9C0H9	SRCIN1
ENSG00000277363		SRCIN1
ENSG00000166439	Q8NCN4	RNF169
ENSG00000166439		RNF169
ENSG00000123352		SPATS2
ENSG00000118363		SPCS2
ENSG00000118363	Q15005	SPCS2
ENSG00000185499	P15941	MUC1
ENSG00000162139	Q9UQ49	NEU3
ENSG00000162139		NEU3
ENSG00000123352	Q86XZ4	SPATS2
ENSG00000170903	Q8NCY6	MSANTD4
ENSG00000170903		MSANTD4
ENSG00000182359	Q8NAB2	KBTBD3
ENSG00000182359		KBTBD3
ENSG00000149313		AASDHPPT
ENSG00000149313	Q9NRN7	AASDHPPT
ENSG00000105048	P13805	TNNT1
ENSG00000111450	P32856	STX2
ENSG00000111450		STX2
ENSG00000169432	Q15858	SCN9A
ENSG00000105048		TNNT1
ENSG00000116329	P41143	OPRD1
ENSG00000169432		SCN9A
ENSG00000089163		SIRT4
ENSG00000089163	Q9Y6E7	SIRT4
ENSG00000170890	P04054	PLA2G1B
ENSG00000170890		PLA2G1B
ENSG00000154451	Q96PP8	GBP5
ENSG00000138085	Q6UW56	ATRAID
ENSG00000154451		GBP5
ENSG00000162595	O95661	DIRAS3
ENSG00000135097	O43347	MSI1
ENSG00000011007	Q14241	ELOA
ENSG00000135097		MSI1
ENSG00000138085		ATRAID
ENSG00000129991	P19429	TNNI3
ENSG00000129991		TNNI3
ENSG00000111786		SRSF9
ENSG00000111786	Q13242	SRSF9
ENSG00000117305	P35914	HMGCL
ENSG00000267110		
ENSG00000117305		HMGCL
ENSG00000179163	P04066	FUCA1
ENSG00000132155		RAF1
ENSG00000121764		HCRTR1
ENSG00000121764	O43613	HCRTR1
ENSG00000167646	Q8N9W5	DNAAF3
